name,category,country_code,region,city,status,funding_total_usd,funding_rounds,founded_at,first_funding_at,last_funding_at
D Pharm LTD.,Health & Biotechnology,ISR,Tel Aviv,Tel Aviv,operating,33200000.0,2,1998-09-27,2001-10-16,2015-01-22
D-Share,Technology,Unknown,Unknown,Unknown,operating,2315880.0,1,2010-01-01,2013-07-15,2013-07-15
D-Sight,Technology,BEL,Brussels,Brussels,operating,1342281.0,1,2010-02-01,2014-08-05,2014-08-05
D square nv,Analytics & Data,BEL,Brussels,Hasselt,operating,2866335.0,3,2007-12-01,2007-12-21,2010-09-17
D-Vision Systems,Technology,USA,New York City,Brooklyn,operating,150000.0,1,2014-01-06,2015-09-25,2015-09-25
D-Wave Systems,Manufacturing & Industrial,CAN,Burnaby,Burnaby,operating,123831181.0,10,1999-01-01,2006-05-16,2015-01-29
D1G,Education & EdTech,JOR,Amman,Amman,operating,1000000.0,2,1999-01-01,2008-01-01,2009-08-03
d1g.com,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2008-08-20,2010-01-21,2010-01-21
D2Audio,Manufacturing & Industrial,Unknown,Unknown,Unknown,acquired,15500000.0,1,2000-11-04,2003-10-10,2003-10-10
D2C Games,Media & Entertainment,USA,SF Bay Area,San Mateo,closed,7500000.0,2,2006-01-01,2006-12-27,2007-08-29
D2S,Manufacturing & Industrial,USA,SF Bay Area,San Jose,operating,21663227.0,2,2006-04-28,2009-04-02,2011-10-07
D3 Technology,Finance & FinTech,USA,Omaha,Omaha,operating,17000000.0,2,2007-01-01,2014-10-23,2014-10-24
D3 Unified Communications,Technology,USA,Newark,Newark,operating,925124.5,1,2013-11-26,2015-09-12,2015-09-12
D3O,Manufacturing & Industrial,GBR,London,Brighton,operating,19375512.0,1,2001-01-01,2015-04-07,2015-04-07
D4P,Business Services,MEX,MEX - Other,Naucalpan De Juárez,closed,25025.0,1,2012-07-08,2013-11-01,2013-11-01
D7 Sounds LLC,Media & Entertainment,USA,CA - Other,Copperopolis,closed,25000.0,1,2015-07-11,2015-10-11,2015-10-11
D8A Group,Analytics & Data,USA,Philadelphia,Philadelphia,closed,45000.0,2,2011-04-01,2011-12-15,2012-09-01
DA Relm Collectibles,Unknown,USA,Seattle,Tacoma,operating,3900000.0,1,2009-04-01,2013-11-25,2013-11-25
DA VILLAGE,Social & Communication,Unknown,Unknown,Unknown,closed,170000.0,1,2011-08-16,2014-05-24,2014-05-24
Daalder,Finance & FinTech,NLD,Amsterdam,Amsterdam,operating,448063.0,1,2013-01-01,2015-09-22,2015-09-22
Budge,Technology,USA,New York City,New York,operating,1016000.0,1,2011-06-20,2012-06-30,2012-06-30
Dabble,Media & Entertainment,USA,SF Bay Area,Berkeley,closed,350000.0,1,2004-10-12,2006-01-01,2006-01-01
Dabble,Education & EdTech,USA,Chicago,Chicago,operating,905500.0,4,2011-05-23,2012-05-01,2015-05-01
DabKick,Social & Communication,USA,SF Bay Area,Redwood City,operating,4090277.0,3,2012-08-01,2013-07-24,2015-06-30
Dabo Health,Health & Biotechnology,USA,SF Bay Area,San Francisco,operating,1175735.0,1,2011-01-01,2013-11-15,2013-11-15
dacadoo,Health & Biotechnology,CHE,Zurich,Zürich,operating,25800000.0,2,2010-11-08,2015-06-08,2015-11-19
Dacentec,Technology,BEL,Brussels,Lochristi,operating,6200000.0,1,2009-11-07,2011-07-27,2011-07-27
Dacheng Network,Media & Entertainment,CHN,Shanghai,Shanghai,operating,1000000.0,1,2003-12-11,2005-03-01,2005-03-01
Dachis Group,Marketing & Advertising,USA,Austin,Austin,acquired,37500000.0,2,2008-01-01,2011-01-04,2013-03-20
Dacos Software,Technology,Unknown,Unknown,Unknown,operating,3580000.0,1,1977-01-01,2006-03-01,2006-03-01
Dacuda,Technology,CHE,Zurich,Zürich,operating,542732.0,2,2009-01-01,2009-01-01,2014-06-30
DADA Company,Education & EdTech,ESP,Madrid,Madrid,operating,102585.535439503,1,2010-04-16,2015-05-15,2015-05-15
Dada Room,Real Estate & Construction,MEX,Mexico City,Mexico City,operating,211241.0,4,2012-07-01,2012-10-01,2014-12-01
DaDa Soft,Technology,Unknown,Unknown,Unknown,operating,731533.0,2,2011-07-24,2013-04-11,2014-08-13
Dada,Technology,ITA,Firenze,Firenze,operating,285736.0,1,1994-02-01,2013-07-01,2013-07-01
Dadabus,Food & Hospitality,CHN,Shenzhen,Shenzhen,operating,37800000.0,2,2015-03-01,2015-03-30,2015-09-30
DadaJOE.com,E-Commerce & Retail,USA,"Wilmington, Delaware",Wilmington,operating,100000.0,1,2013-08-29,2014-01-24,2014-01-24
Dadam Game,Media & Entertainment,KOR,Seoul,Seoul,operating,3846791.0,1,2013-02-03,2014-04-25,2014-04-25
Dadoof,Media & Entertainment,Unknown,Unknown,Unknown,closed,135520.0,2,2014-07-05,2014-09-01,2015-03-13
DAD Technology Limited,Technology,GBR,Frensham,Frensham,operating,1458392.0,2,2009-01-01,2009-01-01,2010-06-04
Daegis,Technology,USA,Dallas,Irving,acquired,4000000.0,1,1980-01-01,2011-07-15,2011-07-15
Daemonic Labs,Social & Communication,ARG,Buenos Aires,Buenos Aires,operating,595000.0,3,2010-02-08,2010-12-09,2013-11-29
Dafiti,E-Commerce & Retail,BRA,Sao Paulo,São Paulo,operating,249299000.0,5,2010-11-01,2011-01-01,2014-01-28
DaggerFoil Group,Business Services,USA,SF Bay Area,San Francisco,operating,100000.0,1,2013-04-01,2013-09-19,2013-09-19
Dagne Dover,E-Commerce & Retail,USA,New York City,New York,operating,1300000.0,2,2013-03-01,2014-04-01,2014-09-09
Dahu,Other,CHE,Fribourg,Fribourg,operating,1026570.0,1,2011-01-01,2013-07-01,2013-07-01
Daily Aisle,Other,USA,SF Bay Area,San Francisco,operating,935000.0,1,2010-01-01,2011-05-17,2011-05-17
Daily Bits Of,Education & EdTech,Unknown,Unknown,Unknown,operating,300000.0,1,2013-01-01,2015-09-01,2015-09-01
Daily Deals for Moms,Marketing & Advertising,USA,Denver,Denver,operating,150000.0,1,2010-03-16,2011-05-31,2011-05-31
Daily Dealy,E-Commerce & Retail,CAN,Vancouver,Vancouver,operating,300000.0,1,2013-08-21,2014-10-06,2014-10-06
The Grommet,Media & Entertainment,USA,Boston,Somerville,operating,5708020.0,5,2008-01-01,2010-04-15,2012-09-17
Daily Interactive Networks,Technology,USA,Seattle,Seattle,operating,1957470.0,2,2009-01-01,2011-01-12,2015-02-27
Daily Ninja,Technology,IND,Bangalore,Bangalore,operating,550000.0,1,2014-01-09,2015-09-28,2015-09-28
Daily Pic,Media & Entertainment,Unknown,Unknown,Unknown,operating,150000.0,1,2012-05-01,2012-05-01,2012-05-01
Daily Sales Exchange,E-Commerce & Retail,USA,Anchorage,Anchorage,closed,283500.0,2,2011-02-26,2012-04-12,2013-01-10
Savoteur (formerly Daily Secret),Media & Entertainment,USA,New York City,New York,operating,6550000.0,4,2010-05-01,2012-02-27,2015-05-28
DailyBooth,Marketing & Advertising,USA,SF Bay Area,San Francisco,acquired,7015000.0,3,2009-03-01,2009-08-19,2011-03-08
DailyBurn,Finance & FinTech,USA,New York City,New York,acquired,540000.0,2,2007-10-01,2008-05-01,2009-05-26
DailyCred,Technology,USA,SF Bay Area,San Francisco,operating,420000.0,2,2011-01-01,2011-03-01,2011-06-16
DailyDeal,Technology,DEU,Berlin,Berlin,acquired,9360000.0,1,2009-09-01,2010-04-06,2010-04-06
DailyDigital,Media & Entertainment,USA,Chicago,Chicago,operating,150000.0,2,2008-01-01,2010-01-01,2011-05-01
Dailyevent,Technology,Unknown,Unknown,Unknown,operating,100000.0,1,2012-03-14,2013-12-01,2013-12-01
DailyGobble,Technology,USA,SF Bay Area,Palo Alto,operating,925124.5,1,2010-05-01,2013-12-01,2013-12-01
DailyLook,E-Commerce & Retail,USA,Los Angeles,Los Angeles,operating,2500000.0,1,2011-07-01,2013-04-02,2013-04-02
Dailymotion,Manufacturing & Industrial,Unknown,Unknown,Unknown,acquired,68500000.0,3,2005-03-01,2006-08-01,2009-10-23
DailyObjects.com,E-Commerce & Retail,IND,New Delhi,New Delhi,operating,500000.0,1,2012-01-01,2012-01-01,2012-01-01
DailyPath,Education & EdTech,USA,"Portland, Oregon",Portland,operating,500000.0,1,2011-01-01,2011-09-21,2011-09-21
Dailyplaces GmbH,Technology,DEU,Frankfurt,Frankfurt,operating,35345.0,2,2009-07-31,2009-07-31,2010-04-01
Dailysingle,Technology,USA,New York City,New York,closed,1200000.0,1,2009-10-29,2009-11-01,2009-11-01
DailyStrength,Technology,USA,Los Angeles,Los Angeles,acquired,5000000.0,1,2006-04-01,2007-05-18,2007-05-18
DailyThemes.org,Education & EdTech,CAN,Toronto,Toronto,operating,407500.0,1,2013-01-01,2014-02-28,2014-02-28
DailyWorth,Media & Entertainment,USA,New York City,New York,operating,5100000.0,4,2009-01-01,2011-03-02,2014-10-01
Daintree Networks,Energy & Clean Tech,USA,SF Bay Area,Mountain View,operating,12000000.0,2,2003-01-01,2010-03-31,2011-03-15
Daio,Technology,USA,Nashville,Nashville,operating,400000.0,2,2011-01-01,2011-01-01,2012-06-01
Dairyvative Technologies,Analytics & Data,USA,MA - Other,Lincoln,operating,1000000.0,1,2012-01-01,2014-09-02,2014-09-02
Daishu.com,Education & EdTech,CHN,Beijing,Beijing,operating,7700000.0,2,2009-10-31,2011-02-01,2011-09-01
DaisyBill,Technology,USA,New York City,New York,operating,925124.5,1,2012-01-01,2012-07-19,2012-07-19
Daitan Group,Unknown,Unknown,Unknown,Unknown,closed,1400000.0,1,2004-01-01,2006-07-01,2006-07-01
Daixe,Technology,MEX,Guadalajara,León,closed,20000.0,1,2009-06-01,2009-07-01,2009-07-01
Dajiabao,Other,CHN,Shanghai,Shanghai,operating,11000000.0,1,2012-02-27,2013-10-01,2013-10-01
Dajie,Technology,CHN,Beijing,Beijing,operating,9588257.0,2,2008-09-12,2010-06-01,2011-07-01
dakick,Media & Entertainment,TUR,Istanbul,Istanbul,operating,350000.0,1,2010-12-03,2010-12-03,2010-12-03
Dakim,Technology,USA,Los Angeles,Santa Monica,operating,12600000.0,2,2006-06-05,2008-02-22,2010-10-19
Daksh eServices,Other,USA,SF Bay Area,Sunnyvale,acquired,27000000.0,2,2000-02-20,2001-09-24,2002-10-16
Daksh Infosoft,Marketing & Advertising,IND,Jaipur,Jaipur,acquired,6000000.0,1,2000-07-10,2001-09-24,2001-09-24
Daktari Diagnostics,Health & Biotechnology,USA,Boston,Cambridge,operating,52119995.0,7,2008-01-01,2009-10-27,2015-03-02
Dakwak,Education & EdTech,USA,SF Bay Area,Mountain View,operating,600000.0,1,2010-04-01,2013-05-01,2013-05-01
Dale Power Solutions,Manufacturing & Industrial,CAN,Toronto,Scarborough,operating,16349622.0,1,2009-09-01,2012-08-06,2012-08-06
Daleeli,Technology,Unknown,Unknown,Unknown,operating,20000.0,1,2012-11-19,2014-08-08,2014-08-08
Daleen Holdings,Finance & FinTech,USA,Palm Beaches,Boca Raton,closed,30000000.0,1,2002-12-23,2004-05-07,2004-05-07
Dali Wireless,Technology,USA,SF Bay Area,Palo Alto,operating,23266951.0,4,2006-01-01,2009-08-10,2014-07-17
Dalia Research,Technology,DEU,Berlin,Berlin,operating,4800000.0,3,2013-10-01,2014-05-31,2015-06-08
Dalinuosi.lt,Agriculture & Environment,LTU,Vilnius,Vilnius,operating,500000.0,1,2012-10-10,2013-12-17,2013-12-17
Dallen Medical,Health & Biotechnology,USA,Anaheim,San Clemente,operating,3344715.0,1,2008-02-12,2011-03-03,2011-03-03
DalloulNW,Finance & FinTech,USA,"Portland, Oregon",Portland,operating,1500000.0,1,2013-06-01,2013-08-20,2013-08-20
Dalradian Resources,Energy & Clean Tech,CAN,Toronto,Toronto,ipo,13535982.0,1,2009-01-01,2014-02-19,2014-02-19
Damage Hounds,Unknown,USA,Akron - Canton,Cuyahoga Falls,operating,3900000.0,1,2013-01-01,2014-09-12,2014-09-12
Damai.cn,E-Commerce & Retail,CHN,CHN - Other,Dongcheng,operating,14641288.0,1,2009-01-14,2010-03-01,2010-03-01
Damballa,Security & Cybersecurity,USA,Atlanta,Atlanta,operating,57500000.0,6,2006-04-01,2006-08-21,2014-04-22
Damien Memorial School,Education & EdTech,USA,Honolulu,Honolulu,operating,3000000.0,1,2013-04-06,2014-07-08,2014-07-08
damntheradio,Technology,USA,SF Bay Area,San Francisco,acquired,5000000.0,1,2008-04-14,2010-01-01,2010-01-01
Dana-Farber Cancer Institute,Health & Biotechnology,USA,Boston,Boston,operating,10000000.0,1,2009-01-11,2012-01-31,2012-01-31
"Danal, Inc.",Technology,USA,SF Bay Area,San Jose,operating,14500000.0,2,2006-06-01,2007-06-01,2013-05-31
Dance Biopharm,Health & Biotechnology,USA,SF Bay Area,Brisbane,operating,14578000.0,2,2010-01-01,2014-12-29,2015-02-18
DanceJam,Media & Entertainment,USA,SF Bay Area,San Francisco,closed,4500000.0,2,2007-04-01,2007-05-01,2008-02-01
DanceOn,Media & Entertainment,USA,Los Angeles,Los Angeles,operating,4000000.0,2,2010-01-01,2013-10-10,2014-04-07
DanceTrippin,Media & Entertainment,NLD,Amsterdam,Amsterdam,operating,557718.0,1,2001-09-05,2012-08-22,2012-08-22
Dancing Deer Baking Co.,Food & Hospitality,USA,Boston,Boston,operating,637500.0,1,2013-06-07,2014-08-20,2014-08-20
DancingAnchovy,Media & Entertainment,KOR,Seoul,Seoul,operating,3744621.0,2,2011-04-18,2012-01-01,2013-01-16
Dandelion,E-Commerce & Retail,USA,New York City,New York,acquired,50000.0,1,2014-01-01,2014-09-15,2014-09-15
Dandong Xintai Electrics,Manufacturing & Industrial,CHN,CHN - Other,Dandong,operating,1846394.0,1,2008-09-26,2011-09-01,2011-09-01
DandyLoop,E-Commerce & Retail,ISR,Tel Aviv,Tel Aviv,operating,160000.0,1,2013-08-01,2015-08-06,2015-08-06
Danforth Pewterers,Manufacturing & Industrial,USA,VT - Other,Middlebury,operating,390000.0,1,1975-01-01,2009-10-08,2009-10-08
Danfoss IXA Sensor Technologies,Manufacturing & Industrial,DNK,Vejle,Vejle,operating,1760000.0,1,2009-01-01,2010-03-23,2010-03-23
Dang Le,Technology,CHN,Beijing,Beijing,operating,32000000.0,2,2004-02-01,2010-10-01,2012-04-01
DangDang.com,E-Commerce & Retail,CHN,Beijing,Beijing,ipo,47000000.0,2,1998-12-17,2000-02-01,2006-07-01
Danger,Technology,USA,SF Bay Area,Palo Alto,acquired,118300000.0,5,1999-12-01,2000-09-22,2006-11-21
"Daniel E. Dutterer, CPA - Accounting and Consulting",Business Services,USA,Baltimore,Finksburg,operating,600000.0,1,2014-10-30,2014-10-30,2014-10-30
Daniel's Jewelers,Unknown,USA,Los Angeles,Culver City,operating,3900000.0,1,1948-01-01,2014-11-24,2014-11-24
Daniel Vosovic LLC,Manufacturing & Industrial,USA,New York City,New York,operating,287685.0,1,2006-01-01,2011-01-11,2011-01-11
Danlan,Social & Communication,CHN,Beijing,Beijing,operating,649456.0,2,2012-06-01,2013-04-01,2013-08-01
Dano,Technology,KOR,Seoul,Seoul,operating,458550.0,1,2013-07-11,2013-12-05,2013-12-05
Danotek Motion Technologies,Energy & Clean Tech,USA,Detroit,Canton,closed,42700000.0,3,2001-01-01,2008-11-19,2011-08-30
Dansk Bredband,Other,USA,SC - Other,Denmark,closed,13500000.0,1,2003-04-01,2004-11-03,2004-11-03
DaoCloud,Health & Biotechnology,USA,"Washington, D.C.",College Park,operating,94000.0,3,2013-05-01,2014-01-01,2014-08-31
Daogames,Media & Entertainment,DEU,DEU - Other,Singen,closed,17136.0,1,2014-02-24,2015-05-16,2015-05-16
Daojia,Food & Hospitality,CHN,Shanghai,Shanghai,operating,67000000.0,4,2010-04-01,2011-01-01,2014-09-16
DaoliCloud,Technology,CHN,Beijing,Beijing,operating,811820.0,1,2011-07-01,2013-07-01,2013-07-01
DaoPay GmbH,E-Commerce & Retail,AUT,Vienna,Vienna,operating,331499.0,1,2001-01-01,2015-04-30,2015-04-30
Daoxila.com,E-Commerce & Retail,CHN,Shanghai,Shanghai,operating,16750000.0,2,2011-07-18,2012-09-01,2014-07-22
Dapasoft,Technology,CAN,Toronto,Toronto,operating,4000000.0,1,1997-01-01,2015-07-28,2015-07-28
Dapper,Marketing & Advertising,USA,SF Bay Area,San Francisco,acquired,4000000.0,2,2006-10-01,2006-12-11,2007-12-01
Dapt,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2008-07-31,2010-01-01,2010-01-01
Daptiv,Business Services,USA,Seattle,Seattle,acquired,30500000.0,4,1997-06-01,2005-06-27,2009-06-15
Dapu.com,E-Commerce & Retail,CHN,Beijing,Beijing,operating,3000000.0,1,2011-11-26,2013-01-10,2013-01-10
daPulse,Business Services,ISR,Tel Aviv,Tel Aviv,operating,4100000.0,2,2012-02-01,2012-08-02,2015-08-24
Daqi,Media & Entertainment,CHN,Beijing,Beijing,operating,23000000.0,3,2003-10-13,2005-01-01,2010-03-01
DAQO NEW ENERGY CORP,Manufacturing & Industrial,CHN,CHN - Other,Wanzhou,ipo,80000000.0,1,2007-01-01,2009-11-20,2009-11-20
DAQRI,Technology,USA,Los Angeles,Los Angeles,operating,15000000.0,1,2010-01-01,2013-06-04,2013-06-04
DARA BioSciences,Health & Biotechnology,USA,Raleigh,Raleigh,acquired,7397000.0,2,2006-05-27,2009-06-15,2014-02-13
Dara Technologies,Technology,GBR,London,London,operating,979000.0,1,2003-01-01,2015-06-01,2015-06-01
Daraz.pk,E-Commerce & Retail,PAK,Hamburg,Hamburg,operating,55600000.0,1,2012-07-01,2015-09-22,2015-09-22
Darberry,E-Commerce & Retail,RUS,Moscow,Moscow,acquired,3000000.0,1,2010-03-10,2010-08-18,2010-08-18
Darby Smart,E-Commerce & Retail,Unknown,Unknown,Unknown,closed,7300000.0,2,2013-04-01,2013-06-18,2014-05-14
Daredevil Project,Technology,GBR,Bristol,Bristol,operating,26671.0,2,2012-12-05,2014-02-14,2014-11-27
Darenta,Transportation & Automotive,RUS,Moscow,Moscow,operating,10000.0,1,2014-05-31,2015-07-10,2015-07-10
Daric,Analytics & Data,USA,SF Bay Area,Redwood City,operating,1000000.0,1,2012-01-01,2012-01-01,2012-01-01
Dark Angel Productions,Media & Entertainment,USA,Ontario - Inland Empire,Rancho Cucamonga,operating,500000.0,1,2014-06-14,2014-06-14,2014-06-14
Dark Cubed,Security & Cybersecurity,Unknown,Unknown,Unknown,closed,502100.0,1,2014-02-15,2015-07-01,2015-07-01
Dark Fibre Africa,Other,DEU,DEU - Other,Gauting,operating,94126.0,1,2007-01-01,2014-07-07,2014-07-07
Dark Gateway Games,Unknown,Unknown,Unknown,Unknown,operating,1500000.0,1,2014-03-15,2015-01-01,2015-01-01
Dark Mail Alliance,Social & Communication,Unknown,Unknown,Unknown,operating,212000.0,1,2013-01-28,2013-11-28,2013-11-28
Dark Skull Studios,Media & Entertainment,USA,Houston,Baytown,operating,10000.0,1,2007-01-01,2012-08-23,2012-08-23
Darkstrand,Technology,USA,Chicago,Chicago,closed,12000000.0,1,2005-01-01,2008-10-28,2008-10-28
Darktrace,Security & Cybersecurity,GBR,London,London,operating,40500000.0,2,2013-01-01,2015-03-17,2015-07-22
DarkWorks,Media & Entertainment,FRA,Paris,Paris,operating,5440000.0,1,1998-01-01,2010-02-22,2010-02-22
Darma Inc.,Health & Biotechnology,USA,SF Bay Area,Palo Alto,operating,65000.0,3,2014-04-01,2014-04-10,2014-09-22
Akashi Therapeutics,Health & Biotechnology,USA,Boston,Cambridge,operating,1500000.0,1,2011-06-14,2014-07-03,2014-07-03
DARTdevices,Technology,USA,WI - Other,Mountain,closed,1200000.0,1,2005-05-14,2007-01-31,2007-01-31
Dartfish,Education & EdTech,CHE,Fribourg,Fribourg,operating,3500000.0,1,1999-01-01,2007-11-01,2007-11-01
DartPoints,Technology,USA,Dallas,Dallas,operating,4500000.0,3,2012-01-01,2013-04-08,2015-06-10
Darudar,Social & Communication,RUS,RUS - Other,Russa,operating,86000.0,2,2008-09-22,2012-03-01,2013-08-01
Darwin Lab,Technology,CHL,Santiago,Santiago,operating,40000.0,1,2012-09-12,2014-06-01,2014-06-01
Darwin Marketing,Media & Entertainment,CHN,Shanghai,Shanghai,closed,2545000.0,2,2006-10-12,2008-01-01,2009-01-01
DarwinSuzsoft,Technology,USA,Boston,Wakefield,closed,48000000.0,1,2005-11-19,2007-08-08,2007-08-08
DAS GROUP OF SOLUTIONS,Marketing & Advertising,IND,Mumbai,Mumbai,closed,5118761.0,1,2015-03-06,2015-03-20,2015-03-20
DASAN Networks,Technology,KOR,Seoul,Seoul,operating,23000000.0,1,2008-12-12,2010-08-31,2010-08-31
Dash,Technology,USA,TX - Other,Sunnyvale,acquired,65000000.0,3,2004-04-14,2006-01-01,2008-02-01
"Dash Data, Inc.",Technology,USA,SF Bay Area,Santa Clara,operating,100000.0,1,2014-08-01,2014-09-01,2014-09-01
Dash Electric,Manufacturing & Industrial,USA,Boston,Boston,operating,1000000.0,1,2013-01-01,2015-03-23,2015-03-23
Dash Hudson,Business Services,USA,New York City,New York,operating,611000.0,2,2013-10-01,2014-07-10,2015-03-03
Dash,Analytics & Data,USA,New York City,New York,operating,1500000.0,2,2012-06-01,2012-11-26,2013-12-31
"Dash Radio, Inc.",Media & Entertainment,USA,Los Angeles,Los Angeles,operating,2000000.0,1,2014-08-19,2014-09-20,2014-09-20
Dash Robotics,Technology,USA,SF Bay Area,Berkeley,operating,1691696.0,3,2013-01-01,2013-09-09,2015-04-23
Dash,Food & Hospitality,USA,New York City,New York,operating,1900000.0,2,2011-01-01,2013-07-18,2014-02-27
Dashbid Media,Marketing & Advertising,USA,New York City,New York,operating,5480028.0,4,2011-01-01,2011-03-29,2015-10-14
Dashboard Systems,Business Services,RUS,Moscow,Moscow,operating,2190000.0,1,2013-08-02,2014-11-26,2014-11-26
Dashbook,Technology,CAN,Ottawa,Ottawa,operating,200000.0,1,2013-02-08,2013-08-27,2013-08-27
DashBurst,Analytics & Data,USA,Las Vegas,Las Vegas,operating,15529.0,1,2012-12-01,2014-05-21,2014-05-21
Dasher,Social & Communication,USA,New York City,New York,operating,2090000.0,2,2013-11-01,2014-10-14,2015-06-10
Dasheroo,Analytics & Data,USA,SF Bay Area,San Francisco,operating,3250000.0,1,2014-10-24,2015-05-05,2015-05-05
Dashlane,Technology,USA,New York City,New York,operating,30000000.0,3,2009-07-06,2011-09-21,2014-05-19
DashLuxe,E-Commerce & Retail,AUS,Sydney,Sydney,closed,2970471.0,2,2009-09-16,2010-11-01,2011-09-01
Dashmote,Technology,Unknown,Unknown,Unknown,operating,491303.0,1,2014-11-01,2015-03-26,2015-03-26
Dashride,Transportation & Automotive,USA,New York City,New York,operating,755000.0,2,2013-01-01,2014-01-06,2014-09-15
DashTag,Unknown,Unknown,Unknown,Unknown,operating,60854.7422214472,2,2015-10-01,2015-10-01,2015-11-20
DashThis,Analytics & Data,CAN,Quebec City,Quebec,operating,500000.0,1,2011-05-01,2014-03-01,2014-03-01
Dashwire,Technology,USA,Seattle,Seattle,acquired,3859459.0,2,2006-08-11,2009-05-13,2010-12-28
Dasient,Technology,USA,SF Bay Area,Palo Alto,acquired,2000000.0,1,2007-05-28,2009-02-13,2009-02-13
DaStrong,Manufacturing & Industrial,USA,Buffalo,Buffalo,operating,300000.0,1,2014-01-01,2015-09-02,2015-09-02
DataEmail Group,Marketing & Advertising,Unknown,Unknown,Unknown,closed,1200000.0,1,2009-03-22,2013-01-02,2013-01-02
